174.94302	-37.07169
174.94639	-37.06969
174.94328	-37.0624
174.94067	-37.06004
174.94375	-37.06656
174.94415	-37.06265
174.94201	-37.06236
174.94111	-37.06109
174.92535	-37.04751
174.94023	-37.05903
174.94139	-37.05813
174.93995	-37.06165
174.91911	-37.04313
174.91523	-37.04019
174.91171	-37.03753
174.90916	-37.0356
175.29266	-37.79157
175.28793	-37.79243
175.28286	-37.78711
175.29225	-37.79043
175.28558	-37.78998
175.28332	-37.79136
175.2839	-37.7882
175.28088	-37.78496
175.27931	-37.78321
175.27603	-37.77967
175.2729	-37.7784
175.27438	-37.7775
175.2626	-37.76941
175.28163	-37.78956
175.2794	-37.78715
175.27862	-37.78625
175.27702	-37.78451
175.2754	-37.78273
175.27174	-37.78041
175.27107	-37.78149
175.2884	-37.80404
175.28613	-37.80741
175.2803	-37.8081
175.28096	-37.80342
175.28216	-37.81762
175.2597	-37.78902
175.26672	-37.78451
175.24931	-37.78052
175.25096	-37.76263
175.2532	-37.76471
175.26922	-37.77243
175.28834	-37.7808
175.29843	-37.78016
175.29968	-37.78996
175.30368	-37.79782
175.27798	-37.74857
175.27641	-37.78752
175.27725	-37.78844
175.28132	-37.78541
175.27482	-37.78576
175.26466	-37.78584
175.26324	-37.78705
175.2888	-37.78157
175.29437	-37.7912
175.24011	-37.75197
175.29826	-37.78506
175.23698	-37.75008
174.92601	-37.04793
174.76643	-36.773
174.75726	-36.79939
174.74568	-36.7792
174.72282	-36.77676
174.70649	-36.76034
174.71864	-36.76519
174.73753	-36.78214
174.73692	-36.78261
174.72154	-36.7807
174.72911	-36.77963
174.75407	-36.79624
174.63124	-36.88181
174.75993	-36.79997
174.70385	-36.75761
174.72198	-36.76976
174.72119	-36.77422
174.63081	-36.87823
174.63191	-36.87945
174.63522	-36.87966
174.77229	-36.78926
174.62779	-36.87331
174.62933	-36.86205
174.62994	-36.85694
174.63064	-36.8513
174.6315	-36.8473
174.55702	-36.77652
174.76353	-36.77227
174.75227	-36.78855
174.60952	-36.8207
174.61421	-36.81862
174.70793	-36.73356
174.70126	-36.72959
174.69804	-36.7271
174.73909	-36.78439
174.74789	-36.79201
174.62048	-36.87108
174.62434	-36.87338
174.62759	-36.87509
174.75297	-36.78268
174.7563	-36.78546
174.73663	-36.76864
174.74113	-36.77246
174.70317	-36.75729
174.63391	-36.88679
174.74989	-36.7801
174.73721	-36.77023
172.64683	-43.54746
172.69238	-43.51202
172.62184	-43.54743
172.65046	-43.52875
172.65051	-43.53636
172.52569	-43.54338
172.66917	-43.53766
172.52491	-43.5451
172.62759	-43.53534
172.71626	-43.51126
172.70578	-43.50434
172.63124	-43.5288
172.63061	-43.5288
172.65045	-43.52658
172.6728	-43.52185
172.65707	-43.52545
172.64567	-43.5208
172.64566	-43.52442
172.64572	-43.52878
172.64572	-43.53313
172.64572	-43.5371
172.64572	-43.52987
172.64572	-43.53203
172.64572	-43.52659
172.64572	-43.53422
172.64576	-43.53991
172.64572	-43.53639
172.64572	-43.53532
172.64572	-43.53096
172.68162	-43.52704
172.67604	-43.53126
172.52798	-43.53847
172.61012	-43.54761
172.61003	-43.5485
172.63664	-43.52087
172.63667	-43.5475
172.63676	-43.55043
172.63688	-43.55714
172.63824	-43.50873
172.63272	-43.50262
172.6381	-43.51345
172.56854	-43.53935
172.57086	-43.54302
172.63368	-43.52086
172.63362	-43.52444
172.63366	-43.54748
172.69557	-43.54648
172.65991	-43.54936
172.70567	-43.55794
172.66557	-43.54274
172.67909	-43.54729
172.6504	-43.53826
172.65057	-43.53993
172.65049	-43.52079
172.6506	-43.53547
172.6506	-43.53833
172.6201	-43.55834
172.64262	-43.54749
172.65046	-43.52983
172.64328	-43.52987
172.66754	-43.52987
172.57107	-43.50652
172.59361	-43.49034
172.59274	-43.55487
172.57081	-43.5854
172.68528	-43.54108
172.64334	-43.53203
172.6427	-43.53206
172.65164	-43.50811
172.63124	-43.52661
172.65051	-43.53426
172.60096	-43.55
172.60882	-43.54534
172.67312	-43.5336
172.6708	-43.53203
172.64256	-43.52085
172.64265	-43.52878
172.6427	-43.53313
172.64265	-43.52659
172.6427	-43.53422
172.6427	-43.53995
172.64265	-43.5244
172.6427	-43.53641
172.6427	-43.53532
172.56736	-43.53232
172.63963	-43.52086
172.56036	-43.49981
172.63066	-43.52087
172.63066	-43.54748
172.63061	-43.53315
172.63061	-43.52989
172.63061	-43.53496
172.63061	-43.53534
172.63061	-43.53096
172.63061	-43.53995
172.61787	-43.54
172.65643	-43.53991
172.66525	-43.50796
172.65634	-43.51762
172.6163	-43.48454
172.66287	-43.50807
172.65547	-43.54858
172.67062	-43.55547
172.62759	-43.53448
172.70175	-43.51728
172.68722	-43.55156
172.62809	-43.52087
172.62622	-43.53502
172.57371	-43.53182
172.59553	-43.53013
172.60191	-43.52964
172.61598	-43.48788
172.63066	-43.52444
172.62718	-43.55416
172.63815	-43.52087
172.54516	-43.54354
172.63061	-43.53644
172.62797	-43.54761
172.63688	-43.558
172.65049	-43.5353
172.69418	-43.51122
172.64691	-43.54496
172.64671	-43.54491
172.6728	-43.52521
172.56813	-43.53075
174.9064	-36.89778
174.90228	-36.89902
174.9042	-36.89807
174.9006	-36.89996
174.89932	-36.90065
174.89448	-36.9038
174.88919	-36.9061
174.88505	-36.90788
174.86926	-36.91181
174.84797	-36.89817
174.86204	-36.91103
174.85672	-36.90662
174.84541	-36.89757
174.84144	-36.89657
174.8164	-36.89965
174.87088	-36.91497
174.87295	-36.91667
174.87721	-36.92028
174.8849	-36.92387
174.89172	-36.92593
174.89448	-36.92642
174.89796	-36.92707
174.90197	-36.92788
174.90521	-36.92903
174.90892	-36.92943
174.91244	-36.92885
174.91406	-36.92915
174.91592	-36.92947
174.92083	-36.9247
174.91111	-36.93168
174.91023	-36.93443
174.90829	-36.94208
174.90492	-36.95412
174.90335	-36.95923
174.90193	-36.9637
174.89775	-36.97813
174.89552	-36.98297
174.88133	-36.98683
174.87341	-36.9892
174.88313	-36.9895
174.88528	-36.99255
174.89622	-36.99007
174.85362	-36.91122
174.84483	-36.90935
174.84646	-36.9153
174.84666	-36.91615
174.84742	-36.91877
174.82644	-36.91573
174.82417	-36.91707
174.81973	-36.91943
174.81329	-36.92012
174.8139	-36.91237
174.80024	-36.92148
172.63963	-43.53315
172.63664	-43.53641
172.63664	-43.53532
172.63664	-43.53422
172.63664	-43.53205
172.63662	-43.52986
172.63662	-43.52878
172.63351	-43.52987
172.63662	-43.52442
172.63963	-43.52442
172.63963	-43.52659
172.63963	-43.52878
172.63963	-43.53096
172.63963	-43.53205
172.63667	-43.53982
172.63963	-43.53422
172.63963	-43.53532
172.63963	-43.53641
172.63969	-43.53995
172.63969	-43.53871
172.63667	-43.54004
172.63963	-43.52987
172.63662	-43.52661
172.63362	-43.52661
172.63362	-43.5288
172.63287	-43.53096
172.63351	-43.53427
172.62796	-43.53995
172.63362	-43.53639
172.63362	-43.53995
172.62185	-43.53997
172.61334	-43.52414
172.58624	-43.49962
172.58079	-43.51262
172.59039	-43.5185
172.60124	-43.51961
172.57208	-43.51682
172.58676	-43.53079
172.58021	-43.53131
172.57588	-43.50955
172.6031	-43.53702
172.62437	-43.51577
172.60795	-43.49704
174.78163	-41.30064
174.92868	-41.19051
174.7758	-41.29793
174.90724	-41.20247
174.77557	-41.27879
174.7693	-41.27875
174.77705	-41.27954
174.77821	-41.29877
174.78529	-41.29259
174.78233	-41.29145
174.78277	-41.29561
174.7837	-41.29402
174.75465	-41.28673
174.77984	-41.31377
174.8849	-41.22735
174.89082	-41.2168
174.88348	-41.23004
174.77754	-41.28997
174.77621	-41.28647
174.77668	-41.28561
174.79559	-41.31243
174.7725	-41.28512
174.77372	-41.28553
174.92968	-41.18993
174.9208	-41.19504
174.90176	-41.21002
174.77795	-41.28602
174.7787	-41.28969
174.77838	-41.28827
174.77963	-41.29119
174.77789	-41.30726
174.77351	-41.29718
174.77171	-41.29604
174.77119	-41.29531
174.78401	-41.29404
174.78308	-41.29572
174.87054	-41.221
174.90092	-41.21049
174.77775	-41.27698
174.77842	-41.27877
174.97181	-41.15948
174.77754	-41.27171
174.90591	-41.2031
174.77203	-41.29385
174.79501	-41.3179
174.77981	-41.30115
174.78007	-41.29044
174.7789	-41.29248
174.77415	-41.28439
174.77252	-41.276
174.78111	-41.29342
174.77653	-41.28767
174.77569	-41.29035
174.77609	-41.28844
174.77621	-41.28889
174.77705	-41.28673
174.78196	-41.29707
174.77488	-41.29478
174.78227	-41.29716
174.77711	-41.29548
174.77954	-41.29627
174.77284	-41.29415
174.78451	-41.29323
174.78192	-41.29216
174.78039	-41.28025
174.78396	-41.27666
174.79344	-41.31207
174.87123	-41.22079
174.99626	-41.145
174.77467	-41.28917
174.77525	-41.28819
