10526	-36.871900	174.693080
10518	-36.871780	174.693510
10845	-36.872000	174.699370
10998	-36.875890	174.702010
11026	-36.878590	174.702480
11053	-36.872390	174.702910
32377	-36.874040	174.703060
11079	-36.876900	174.703320
11127	-36.874790	174.704570
11143	-36.871100	174.704630
42319	-36.872670	174.704740
11159	-36.871940	174.705010
11157	-36.872600	174.705150
11172	-36.871490	174.705210
42320	-36.872970	174.705260
40842	-36.873420	174.705270
11199	-36.872370	174.705930
11253	-36.872030	174.706860
11306	-36.871230	174.707870
11399	-36.871570	174.709090
42321	-36.871040	174.709350
11414	-36.869600	174.709670
11431	-36.870800	174.709820
11428	-36.871210	174.709850
11430	-36.864260	174.709850
11468	-36.870540	174.710400
11481	-36.863460	174.710660
11538	-36.867990	174.711240
11565	-36.869970	174.711560
11558	-36.864660	174.711560
11602	-36.867450	174.712310
11607	-36.869560	174.712410
11617	-36.864130	174.712610
11657	-36.863250	174.713210
11666	-36.866940	174.713300
11656	-36.863290	174.713390
11700	-36.869040	174.713510
11741	-36.866420	174.714410
11782	-36.868720	174.714670
32583	-36.865310	174.714670
11788	-36.864620	174.714990
11877	-36.865650	174.715940
11909	-36.867710	174.716530
11948	-36.868290	174.716730
11959	-36.874660	174.717110
11986	-36.866960	174.717480
11987	-36.866020	174.717480
12015	-36.873960	174.717830
12025	-36.882280	174.717890
12046	-36.861940	174.718230
32799	-36.866960	174.718320
32804	-36.866040	174.718320
32807	-36.879430	174.718550
38947	-36.886120	174.718610
12109	-36.881250	174.718750
38946	-36.886280	174.718810
12110	-36.883830	174.718900
12112	-36.887760	174.718990
12126	-36.867930	174.718990
12133	-36.876340	174.719170
12159	-36.878660	174.719390
12161	-36.876170	174.719390
32818	-36.877540	174.719480
12167	-36.886740	174.719540
12198	-36.875820	174.719710
12209	-36.886960	174.719800
12197	-36.882000	174.719860
12196	-36.880140	174.719890
40998	-36.877710	174.720000
12222	-36.875460	174.720070
32817	-36.877860	174.720120
12223	-36.884670	174.720150
32819	-36.877050	174.720230
12257	-36.879490	174.720590
41000	-36.876400	174.720590
40999	-36.876510	174.720730
12281	-36.874750	174.720790
32797	-36.859390	174.720850
32820	-36.883930	174.721020
12293	-36.887770	174.721050
12284	-36.885290	174.721050
12282	-36.879070	174.721050
12324	-36.868700	174.721130
12306	-36.883030	174.721370
12307	-36.878720	174.721370
12339	-36.876960	174.721450
12371	-36.884600	174.721750
12370	-36.883250	174.721750
12372	-36.888870	174.721810
12384	-36.881420	174.721810
12368	-36.860050	174.721810
12420	-36.888530	174.722180
12408	-36.877930	174.722210
12406	-36.874820	174.722210
12450	-36.881190	174.722440
12440	-36.877670	174.722500
12439	-36.883830	174.722530
12443	-36.886320	174.722560
32816	-36.875290	174.723110
12488	-36.885650	174.723290
12485	-36.881720	174.723290
12493	-36.858940	174.723400
12505	-36.882610	174.723600
12513	-36.880800	174.723600
12504	-36.871860	174.723600
12533	-36.882160	174.723920
12556	-36.889920	174.723980
12532	-36.862600	174.724090
12558	-36.860120	174.724090
12534	-36.884860	174.724130
32808	-36.877130	174.724270
42723	-36.861360	174.724380
43021	-36.879580	174.724440
12606	-36.872950	174.724450
32805	-36.883200	174.724500
12605	-36.872260	174.724500
12604	-36.859730	174.724590
32806	-36.876510	174.724670
42726	-36.861530	174.724670
42724	-36.861340	174.724700
42725	-36.861490	174.724760
42721	-36.861640	174.724880
12646	-36.877600	174.724970
12645	-36.862930	174.724990
40995	-36.875200	174.725060
12649	-36.861750	174.725080
40993	-36.873350	174.725250
12684	-36.880240	174.725310
12708	-36.875630	174.725490
12685	-36.872480	174.725490
12719	-36.873440	174.725520
33089	-36.870440	174.725640
40994	-36.874900	174.725670
37368	-36.868720	174.725670
12722	-36.862030	174.725670
12717	-36.869170	174.725750
12729	-36.868160	174.725830
40996	-36.874560	174.725960
12810	-36.879710	174.726250
41001	-36.876210	174.726360
41002	-36.882350	174.726390
12797	-36.881300	174.726450
33098	-36.876700	174.726450
12847	-36.872480	174.726560
12846	-36.870780	174.726560
9380	-36.879430	174.726650
12850	-36.874560	174.726650
38558	-36.862410	174.726650
12849	-36.875720	174.726770
12862	-36.879280	174.726880
12848	-36.870200	174.726880
12895	-36.860200	174.726880
12896	-36.877670	174.727030
43143	-36.886870	174.727230
12926	-36.861640	174.727310
33087	-36.858890	174.727310
12929	-36.871190	174.727340
12930	-36.877560	174.727350
12928	-36.869230	174.727350
41003	-36.886960	174.727840
13012	-36.878550	174.727950
13004	-36.860980	174.728040
13011	-36.878360	174.728250
33099	-36.875460	174.728250
41540	-36.857150	174.728250
42332	-36.867780	174.728600
41542	-36.857630	174.728850
13076	-36.867580	174.728970
41543	-36.857730	174.729000
13096	-36.869000	174.729090
42331	-36.867930	174.729090
33110	-36.887050	174.729110
13099	-36.888080	174.729150
13108	-36.867480	174.729180
9637	-36.877700	174.729230
13125	-36.861430	174.729410
39876	-36.867300	174.729430
41004	-36.887130	174.729500
13126	-36.858120	174.729520
13166	-36.869260	174.729730
13178	-36.863510	174.729760
13177	-36.877280	174.729840
37266	-36.883460	174.729870
13167	-36.876080	174.729870
33093	-36.868830	174.729870
13165	-36.855420	174.729870
993164	-36.878910	174.729900
33100	-36.882450	174.729990
13223	-36.868610	174.730050
13204	-36.864840	174.730050
13220	-36.856550	174.730160
13207	-36.886280	174.730190
13206	-36.880740	174.730190
13205	-36.865610	174.730270
13221	-36.857580	174.730300
33113	-36.885610	174.730310
13262	-36.858490	174.730340
33102	-36.875270	174.730370
37409	-36.867480	174.730420
13250	-36.861770	174.730420
13249	-36.864660	174.730450
13261	-36.881140	174.730570
13251	-36.866450	174.730570
13289	-36.870650	174.730680
13300	-36.863100	174.730680
13291	-36.878120	174.730740
13288	-36.869690	174.730770
13298	-36.858720	174.730800
13287	-36.859730	174.731000
13299	-36.858810	174.731000
13322	-36.875460	174.731060
13320	-36.868610	174.731090
33092	-36.874380	174.731170
13319	-36.869880	174.731170
33097	-36.867820	174.731270
13332	-36.867430	174.731270
13357	-36.879790	174.731430
13366	-36.882620	174.731640
33086	-36.861510	174.731640
13356	-36.868680	174.731670
13370	-36.859170	174.731670
13400	-36.871120	174.731750
13398	-36.862560	174.731840
13401	-36.874620	174.731990
13399	-36.873480	174.731990
13443	-36.889450	174.732050
13456	-36.875780	174.732110
13459	-36.859410	174.732110
13439	-36.866680	174.732220
13440	-36.868740	174.732250
33091	-36.868530	174.732250
33096	-36.867990	174.732250
13441	-36.867430	174.732250
13442	-36.888720	174.732280
13437	-36.863720	174.732390
13451	-36.883870	174.732430
13485	-36.887800	174.732570
13482	-36.872600	174.732570
13497	-36.859750	174.732570
41647	-36.859690	174.732570
13498	-36.859990	174.732630
13483	-36.878810	174.732690
13528	-36.887320	174.732740
13526	-36.860720	174.732750
13527	-36.886810	174.732910
13539	-36.868080	174.732970
33088	-36.863440	174.732970
13542	-36.862070	174.733010
13582	-36.881320	174.733090
13579	-36.871730	174.733150
13581	-36.865720	174.733150
13586	-36.887430	174.733270
13580	-36.868850	174.733380
13588	-36.867430	174.733410
13607	-36.859190	174.733550
13612	-36.889770	174.733640
13610	-36.880650	174.733700
13609	-36.870890	174.733700
13608	-36.873590	174.733730
13654	-36.884190	174.733850
13653	-36.879240	174.733960
33103	-36.881720	174.734050
13703	-36.867410	174.734110
33095	-36.866360	174.734110
33101	-36.875890	174.734220
13699	-36.875050	174.734220
13682	-36.864750	174.734220
13687	-36.877600	174.734280
13685	-36.876300	174.734280
13689	-36.887650	174.734310
13686	-36.879920	174.734390
13683	-36.864770	174.734430
13724	-36.859110	174.734490
33090	-36.867990	174.734540
13726	-36.859900	174.734540
13740	-36.867410	174.734570
13727	-36.879410	174.734600
13725	-36.860570	174.734600
33094	-36.865570	174.734690
13756	-36.871020	174.734800
13774	-36.862200	174.734800
13758	-36.885950	174.734860
13773	-36.853870	174.735010
13814	-36.880100	174.735180
13782	-36.877820	174.735210
33355	-36.866490	174.735210
13824	-36.862350	174.735210
13812	-36.877650	174.735290
13811	-36.865630	174.735290
13813	-36.884470	174.735330
13810	-36.873660	174.735380
13809	-36.856600	174.735380
13781	-36.869000	174.735470
33347	-36.858210	174.735470
33354	-36.868530	174.735530
13845	-36.859050	174.735590
13846	-36.860500	174.735700
13849	-36.881810	174.735790
13874	-36.875850	174.735870
13884	-36.873930	174.735870
33364	-36.882650	174.735910
13876	-36.880270	174.736050
13877	-36.880140	174.736050
13886	-36.867370	174.736050
13878	-36.879730	174.736110
13875	-36.875140	174.736110
13921	-36.867240	174.736170
33350	-36.855550	174.736170
13914	-36.862050	174.736190
13917	-36.854280	174.736190
13920	-36.869170	174.736230
13924	-36.879340	174.736280
13922	-36.874580	174.736280
33357	-36.866530	174.736280
13923	-36.877820	174.736290
13919	-36.873080	174.736290
13915	-36.856430	174.736400
13916	-36.857150	174.736490
13918	-36.856860	174.736490
13972	-36.873760	174.736550
13958	-36.857500	174.736550
13960	-36.865800	174.736600
13959	-36.865050	174.736600
13961	-36.869670	174.736630
13957	-36.858960	174.736690
13962	-36.878460	174.736750
14000	-36.860420	174.736860
14002	-36.876700	174.736920
14003	-36.889190	174.737090
992996	-36.863520	174.737120
33359	-36.866210	174.737180
992997	-36.863470	174.737180
33367	-36.883890	174.737270
14038	-36.861730	174.737270
14044	-36.875370	174.737330
14054	-36.864300	174.737330
14039	-36.854840	174.737380
14053	-36.854690	174.737380
33366	-36.879580	174.737440
14040	-36.855480	174.737440
14043	-36.865140	174.737450
14042	-36.856360	174.737530
14076	-36.872990	174.737590
14090	-36.887410	174.737650
14085	-36.871470	174.737650
14086	-36.870630	174.737650
33351	-36.857460	174.737650
14087	-36.869690	174.737710
37408	-36.868660	174.737760
14077	-36.875070	174.737820
14125	-36.886620	174.737930
14126	-36.886340	174.738020
14115	-36.860330	174.738020
14117	-36.881660	174.738080
14116	-36.862880	174.738080
14153	-36.876980	174.738230
14167	-36.873510	174.738250
37407	-36.872310	174.738250
14151	-36.861380	174.738290
14150	-36.864620	174.738340
14165	-36.866490	174.738350
14168	-36.885120	174.738400
14154	-36.876100	174.738510
14206	-36.856280	174.738660
14197	-36.884190	174.738690
14207	-36.854860	174.738800
14196	-36.853550	174.738870
14256	-36.858790	174.738930
14243	-36.862330	174.738980
43400	-36.855350	174.739040
14239	-36.854800	174.739090
43401	-36.855500	174.739120
14245	-36.882800	174.739130
14244	-36.864070	174.739190
14287	-36.855870	174.739240
14276	-36.881940	174.739410
14275	-36.865780	174.739450
14274	-36.861250	174.739450
14286	-36.856210	174.739450
14334	-36.881040	174.739710
14315	-36.861770	174.739820
14326	-36.856490	174.739820
14360	-36.880240	174.739940
14361	-36.880160	174.739990
14357	-36.858720	174.740080
14349	-36.863510	174.740090
33348	-36.859240	174.740140
14353	-36.866790	174.740170
33346	-36.862150	174.740230
14356	-36.860160	174.740230
14392	-36.879280	174.740290
14390	-36.865230	174.740350
14391	-36.878380	174.740570
14427	-36.877540	174.740870
14455	-36.862950	174.740980
14469	-36.857150	174.741040
14465	-36.872970	174.741070
14470	-36.872370	174.741070
14473	-36.871550	174.741100
33349	-36.861600	174.741100
14472	-36.870720	174.741130
14471	-36.869750	174.741190
14457	-36.866420	174.741190
14467	-36.858640	174.741190
41014	-36.876660	174.741210
14456	-36.864660	174.741210
37406	-36.869190	174.741240
14468	-36.854580	174.741250
41015	-36.876490	174.741280
14497	-36.884730	174.741330
14507	-36.860080	174.741360
14509	-36.855270	174.741360
14514	-36.875670	174.741450
14515	-36.875350	174.741560
33361	-36.883910	174.741570
14508	-36.860650	174.741650
14539	-36.887110	174.741770
14549	-36.874620	174.741770
14535	-36.862370	174.741830
33352	-36.867240	174.741880
41274	-36.885890	174.742140
14571	-36.864110	174.742140
14588	-36.857090	174.742140
40793	-36.861110	174.742200
14572	-36.866080	174.742230
14587	-36.858570	174.742290
14619	-36.885930	174.742350
14616	-36.882540	174.742350
14614	-36.862010	174.742440
14632	-36.860010	174.742460
14615	-36.881660	174.742630
14618	-36.885010	174.742670
40792	-36.861810	174.742780
33365	-36.878780	174.742810
14659	-36.865890	174.742840
14655	-36.880780	174.742900
14668	-36.873340	174.742950
14653	-36.863550	174.742990
14693	-36.883640	174.743100
14692	-36.879840	174.743190
14707	-36.865740	174.743310
14745	-36.882750	174.743360
41363	-36.856990	174.743360
14710	-36.855520	174.743360
14758	-36.858490	174.743420
14750	-36.886170	174.743450
14761	-36.856230	174.743450
14760	-36.854410	174.743450
14747	-36.878980	174.743480
14759	-36.855090	174.743530
41362	-36.856960	174.743600
33360	-36.878570	174.743620
14748	-36.885630	174.743630
14763	-36.865630	174.743630
14757	-36.861250	174.743680
33362	-36.877800	174.743770
14794	-36.867670	174.743770
14809	-36.859640	174.743770
14793	-36.862990	174.743890
14797	-36.884750	174.743940
14795	-36.877110	174.744000
33353	-36.868200	174.744030
14897	-36.872690	174.744410
14887	-36.856920	174.744410
14880	-36.865390	174.744460
14889	-36.869350	174.744470
14875	-36.881020	174.744520
14898	-36.872670	174.744530
14888	-36.867390	174.744530
14885	-36.860720	174.744530
14886	-36.858400	174.744530
14796	-36.883010	174.744580
33358	-36.872450	174.744580
14890	-36.869710	174.744580
14930	-36.870480	174.744790
37405	-36.867860	174.744790
14908	-36.863940	174.744790
14907	-36.862430	174.744790
14928	-36.859320	174.744840
14838	-36.882050	174.744870
14929	-36.871190	174.744930
14927	-36.871900	174.745050
14957	-36.877370	174.745190
14966	-36.852950	174.745250
33566	-36.866580	174.745370
14968	-36.867110	174.745420
14962	-36.865030	174.745420
14967	-36.853460	174.745420
15023	-36.860140	174.745450
33583	-36.877990	174.745510
33560	-36.865800	174.745510
15025	-36.856830	174.745510
15007	-36.863380	174.745680
15006	-36.861880	174.745680
15024	-36.858310	174.745680
15026	-36.854170	174.745740
