roadID	length	nodeID1	nodeID2	coords
17134	0.25243901161467974	12420	12556	-36.88853	174.72218	-36.88954	174.72361	-36.88992	174.72398
19656	0.24679218695811309	13612	13689	-36.88977	174.73364	-36.88765	174.73431
100	0.02135127623621819	16931	16956	-36.85512	174.76492	-36.85529	174.76501
100	0.13946300726329447	16956	16986	-36.85529	174.76501	-36.85634	174.7657
13107	0.23811245473173928	16083	15913	-36.86168	174.7543	-36.86201	174.75398	-36.86237	174.75364	-36.86312	174.75271
13107	0.4917011568207562	15913	15507	-36.86312	174.75271	-36.86359	174.75219	-36.8643	174.75149	-36.86613	174.74946
13107	1.8431434186470808	15507	13539	-36.86613	174.74946	-36.8669	174.74853	-36.86741	174.74786	-36.86765	174.74748	-36.86797	174.7469	-36.86816	174.74647	-36.8684	174.74583	-36.86848	174.74548	-36.86864	174.74493	-36.86877	174.74415	-36.86883	174.74345	-36.86883	174.74284	-36.86878	174.74209	-36.8684	174.73788	-36.86812	174.73501	-36.86806	174.7339	-36.86808	174.73297
13107	0.8134080528021272	13539	37368	-36.86808	174.73297	-36.86812	174.73216	-36.86827	174.73109	-36.86855	174.72958	-36.86877	174.72793	-36.86878	174.72665	-36.86872	174.72567
13107	2.5589926593604275	37368	11053	-36.86872	174.72567	-36.86855	174.72229	-36.86855	174.72134	-36.86872	174.72007	-36.86902	174.7189	-36.86951	174.71722	-36.87042	174.7142	-36.87121	174.71151	-36.87132	174.71093	-36.87142	174.71017	-36.87147	174.70834	-36.87153	174.70779	-36.87179	174.70654	-36.87213	174.70533	-36.87222	174.70491	-36.87237	174.70379	-36.87239	174.70291
13107	1.045594603225532	11053	10518	-36.87239	174.70291	-36.87235	174.70227	-36.87231	174.70179	-36.87218	174.701	-36.8719	174.69952	-36.87179	174.69883	-36.87173	174.69801	-36.8717	174.69746	-36.87172	174.6965	-36.87178	174.69351
16270	0.21733904976703253	11538	11607	-36.86799	174.71124	-36.86956	174.71241
16060	0.1871461515416529	32377	11127	-36.87404	174.70306	-36.87419	174.70317	-36.87479	174.70457
15884	0.18361027268168262	10998	11079	-36.87589	174.70201	-36.87598	174.7021	-36.87651	174.70254	-36.87657	174.70259	-36.87664	174.70268	-36.87672	174.70285	-36.8769	174.70332
15965	0.6496039173503314	11159	11053	-36.87194	174.70501	-36.8717	174.7048	-36.87149	174.70465	-36.87136	174.70448	-36.87104	174.70416	-36.87089	174.70385	-36.87067	174.70332	-36.87057	174.70291	-36.87057	174.70259	-36.87059	174.70231	-36.87063	174.70207	-36.8707	174.70184	-36.87083	174.70161	-36.87115	174.70132	-36.87136	174.70126	-36.87168	174.70126	-36.87196	174.70152	-36.87205	174.70161	-36.87213	174.70173	-36.87222	174.70205	-36.87239	174.70291
15799	0.22086763360628708	12025	12197	-36.88228	174.71789	-36.882	174.71986
15799	0.2258215179830676	12197	12384	-36.882	174.71986	-36.88194	174.72023	-36.88142	174.72181
15799	0.07444449339053996	12384	12450	-36.88142	174.72181	-36.88119	174.72244
15799	0.13584237738512292	12450	12513	-36.88119	174.72244	-36.8808	174.7236
15799	0.19972901792596293	12513	12684	-36.8808	174.7236	-36.88024	174.72531
15799	0.11978228780249292	12684	12810	-36.88024	174.72531	-36.88011	174.72566	-36.87971	174.72625
15799	0.05419709211379142	12810	9380	-36.87971	174.72625	-36.87943	174.72665
15799	0.0304795488576674	9380	12862	-36.87943	174.72665	-36.87928	174.72688
15799	0.14377817282557293	12862	13012	-36.87928	174.72688	-36.87855	174.72795
15799	0.03941671362073083	13012	13011	-36.87855	174.72795	-36.87836	174.72825
15799	0.13114918048986446	13011	9637	-36.87836	174.72825	-36.8777	174.72923
15799	0.08220745286305821	9637	13177	-36.8777	174.72923	-36.87728	174.72984
15799	0.3020117394037622	13177	13456	-36.87728	174.72984	-36.87578	174.73211
15799	0.24783091485879946	13456	13699	-36.87578	174.73211	-36.87557	174.73243	-36.87505	174.73422
15799	0.2213580062624116	13699	13884	-36.87505	174.73422	-36.87501	174.73439	-36.87393	174.73587
15799	0.07780299150237442	13884	13972	-36.87393	174.73587	-36.87387	174.73597	-36.87376	174.73655
15799	0.19072950217191295	13972	14167	-36.87376	174.73655	-36.87351	174.73825
15799	0.31870722841838195	14167	14465	-36.87351	174.73825	-36.87327	174.74052	-36.87297	174.74107
15799	0.45746675126122266	14465	14927	-36.87297	174.74107	-36.87295	174.7411	-36.87278	174.74209	-36.8719	174.74505
15799	0.2250016579787157	14927	15204	-36.8719	174.74505	-36.87164	174.74647	-36.87157	174.74705
15799	0.09434998915103858	15204	15277	-36.87157	174.74705	-36.87149	174.74743	-36.87117	174.7478
15799	0.1401328182536129	15277	15413	-36.87117	174.7478	-36.87014	174.74853
15799	0.0973767934694838	15413	15460	-36.87014	174.74853	-36.8698	174.74879	-36.86954	174.74917
15799	0.15801034701940414	15460	15629	-36.86954	174.74917	-36.86936	174.74945	-36.86909	174.75003	-36.86896	174.75047
15799	0.08356758704690942	15629	15700	-36.86896	174.75047	-36.86874	174.75119
15799	0.05734522090533978	15700	15806	-36.86874	174.75119	-36.86861	174.75169
15799	0.05092710553581691	15806	15835	-36.86861	174.75169	-36.86848	174.75213
15799	0.052768793438769106	15835	15868	-36.86848	174.75213	-36.86836	174.75259
15799	0.34622034495323917	15868	16202	-36.86836	174.75259	-36.86795	174.75424	-36.86769	174.75517	-36.86758	174.75561
15799	0.12354952444742612	16202	33738	-36.86758	174.75561	-36.86754	174.75573	-36.867	174.75656
15799	0.028645741520896054	33738	33731	-36.867	174.75656	-36.86685	174.75677
15799	0.05174314454249663	33731	16330	-36.86685	174.75677	-36.86658	174.75715
15799	0.08529683314031818	16330	16355	-36.86658	174.75715	-36.86621	174.75758	-36.86614	174.75778
15799	0.077937489858058	16355	33730	-36.86614	174.75778	-36.86597	174.75819	-36.86593	174.75845
15799	0.02562633860643528	33730	33740	-36.86593	174.75845	-36.86591	174.75868
15799	0.09434999499679621	33740	16523	-36.86591	174.75868	-36.86589	174.75926	-36.86578	174.75952
15799	0.09918829383001786	16523	16574	-36.86578	174.75952	-36.86572	174.75967	-36.86531	174.76028
15799	0.01886999917507212	16574	42560	-36.86531	174.76028	-36.86523	174.76043
15799	0.024944146595562326	42560	16603	-36.86523	174.76043	-36.86511	174.76062
15649	0.0461685205546782	11157	42319	-36.8726	174.70515	-36.87267	174.70474
15649	0.6006915320368249	42319	10845	-36.87267	174.70474	-36.87273	174.7039	-36.87271	174.70327	-36.87263	174.70222	-36.87244	174.70094	-36.87226	174.70027	-36.872	174.69937
17612	0.25613838376442144	12196	12384	-36.88014	174.71989	-36.88142	174.72181
17615	0.056511960070584025	12198	12222	-36.87582	174.71971	-36.87546	174.72007
17614	0.11698790179400838	12198	41000	-36.87582	174.71971	-36.8764	174.72059
17614	0.019762990196779715	41000	40999	-36.8764	174.72059	-36.87651	174.72073
17614	0.09424547866951392	40999	12339	-36.87651	174.72073	-36.87696	174.72145
17614	0.14069442718770162	12339	12440	-36.87696	174.72145	-36.87767	174.7225
17646	0.11224177695459385	12222	12281	-36.87546	174.72007	-36.87475	174.72079
17559	0.16195734552680596	12159	12257	-36.87866	174.71939	-36.87949	174.72059
17560	0.12648639887269833	32807	12159	-36.87943	174.71855	-36.87866	174.71939
17562	0.05264020842957006	12161	12198	-36.87617	174.71939	-36.87582	174.71971
17483	0.148698589878687	12109	12197	-36.88125	174.71875	-36.882	174.71986
17483	0.20289028568533723	12197	12306	-36.882	174.71986	-36.88303	174.72137
17483	0.04873898900908928	12306	12370	-36.88303	174.72137	-36.88325	174.72175
17483	0.10789292327306471	12370	12439	-36.88325	174.72175	-36.88383	174.72253
17483	0.21121816721821757	12439	12534	-36.88383	174.72253	-36.88486	174.72413
17487	0.23478787339984686	38947	12223	-36.88612	174.71861	-36.88561	174.71911	-36.88467	174.72015
17488	0.12636944130927627	12112	12209	-36.88776	174.71899	-36.88696	174.7198
17522	0.03086118591565189	12133	12161	-36.87634	174.71917	-36.87617	174.71939
17858	0.11073880564204196	32820	12370	-36.88393	174.72102	-36.88325	174.72175
17862	0.20689222365137253	12371	12488	-36.8846	174.72175	-36.88565	174.72329
17860	0.055776787511967116	12372	12420	-36.88887	174.72181	-36.88853	174.72218
17908	0.36734236291170214	12406	12504	-36.87482	174.72221	-36.87447	174.72253	-36.87297	174.72334	-36.8719	174.7234	-36.87186	174.7236
17911	0.3079205088886129	12408	43021	-36.87793	174.72221	-36.87889	174.72361	-36.87928	174.72398	-36.87958	174.72444
17810	0.2613689952432655	12339	32816	-36.87696	174.72145	-36.87529	174.72311
17793	0.5154668163956965	12717	12324	-36.86917	174.72575	-36.86909	174.72508	-36.86889	174.72372	-36.86881	174.72291	-36.8687	174.72113
17854	0.32019220803484594	12368	42723	-36.86005	174.72181	-36.86008	174.72195	-36.86136	174.72438
17855	0.12931381641733872	32797	12368	-36.85939	174.72085	-36.85941	174.72105	-36.85947	174.72123	-36.85964	174.72154	-36.85982	174.72171	-36.86005	174.72181
17740	0.34204216391980996	12282	12513	-36.87907	174.72105	-36.8808	174.7236
17770	0.2580003077639722	12306	12485	-36.88303	174.72137	-36.88172	174.72329
17773	0.1684166831110546	32817	12307	-36.87786	174.72012	-36.87872	174.72137
17694	0.2511838897487346	41000	12406	-36.8764	174.72059	-36.87482	174.72221
17696	0.08168874012590535	32819	40999	-36.87705	174.72023	-36.87651	174.72073
18136	0.07038659853957253	12558	12604	-36.86012	174.72409	-36.85973	174.72459
18106	0.23237464309706163	12167	12284	-36.88674	174.71954	-36.88529	174.72105
18106	0.1091022907575826	12284	12371	-36.88529	174.72105	-36.8846	174.72175
18106	0.12166021300438654	12371	12439	-36.8846	174.72175	-36.88383	174.72253
18106	0.18012459512307843	12439	12505	-36.88383	174.72253	-36.88261	174.7236
18106	0.061291687399535555	12505	12533	-36.88261	174.7236	-36.88216	174.72392
18106	0.2631074005015996	12533	12684	-36.88216	174.72392	-36.88048	174.72534	-36.88037	174.72538	-36.88024	174.72531
18104	0.10640379465132026	12532	12645	-36.8626	174.72409	-36.86263	174.72409	-36.86271	174.72413	-36.86276	174.72419	-36.86299	174.72467	-36.86301	174.72471	-36.86301	174.72488	-36.86297	174.72497	-36.86293	174.72499
18105	0.13800205068069385	12532	42721	-36.8626	174.72409	-36.86252	174.72413	-36.86164	174.72488
18056	0.10932232519410348	12504	12605	-36.87186	174.7236	-36.87226	174.7245
18058	0.11945271807444759	12505	32805	-36.88261	174.7236	-36.8832	174.7245
17973	0.11118854679439896	12450	12485	-36.88119	174.72244	-36.88172	174.72329
17973	0.08529684396474262	12485	12533	-36.88172	174.72329	-36.88216	174.72392
18424	0.07091847514376544	41001	12849	-36.87621	174.72636	-36.87572	174.72677
